- - - - - System information - - - - -
Page Size: 256 bytes
Number of Frames: 64
TLB Size: 16 entries
Physical Memory Size: 16 KB
- - - - - - - - - - -

Virtual Address: 30338, Physical Address: 130, Value: 29
Virtual Address: 47707, Physical Address: 4294967131, Value: 0
Virtual Address: 2783, Physical Address: 4294967263, Value: 0
Virtual Address: 26409, Physical Address: 4294967081, Value: 0
Virtual Address: 8206, Physical Address: 4294967054, Value: 0
Virtual Address: 30689, Physical Address: 4294967265, Value: 0
Virtual Address: 54057, Physical Address: 4294967081, Value: 0
Virtual Address: 30945, Physical Address: 4294967265, Value: 0
Virtual Address: 39186, Physical Address: 4294967058, Value: 0
Virtual Address: 21849, Physical Address: 4294967129, Value: 0
Virtual Address: 39816, Physical Address: 4294967176, Value: 19
Virtual Address: 61538, Physical Address: 13922, Value: 60
Virtual Address: 53252, Physical Address: 4294967044, Value: 0
Virtual Address: 52390, Physical Address: 12966, Value: 51
Virtual Address: 38397, Physical Address: 4294967293, Value: 0
Virtual Address: 64704, Physical Address: 4294967232, Value: 17
Virtual Address: 39436, Physical Address: 4294967052, Value: 0
Virtual Address: 32997, Physical Address: 12773, Value: 0
Virtual Address: 2802, Physical Address: 4294967282, Value: 0
Virtual Address: 35771, Physical Address: 4294967227, Value: 0
Virtual Address: 43869, Physical Address: 4294967133, Value: 0
Virtual Address: 22137, Physical Address: 4294967161, Value: 0
Virtual Address: 41079, Physical Address: 4294967159, Value: 0
Virtual Address: 37536, Physical Address: 4294967200, Value: 0
Virtual Address: 23516, Physical Address: 4294967260, Value: 0
Virtual Address: 24173, Physical Address: 4294967149, Value: 1
Virtual Address: 21852, Physical Address: 4294967132, Value: 0
Virtual Address: 29705, Physical Address: 4294967049, Value: 0
Virtual Address: 11695, Physical Address: 4294967215, Value: 0
Virtual Address: 5327, Physical Address: 4294967247, Value: 0
Virtual Address: 9479, Physical Address: 4294967047, Value: 0
Virtual Address: 32239, Physical Address: 4294967279, Value: 0
Virtual Address: 58842, Physical Address: 4294967258, Value: 0
Virtual Address: 15939, Physical Address: 4294967107, Value: 0
Virtual Address: 62688, Physical Address: 4294967264, Value: 0
Virtual Address: 32379, Physical Address: 4294967163, Value: 0
Virtual Address: 54018, Physical Address: 4294967042, Value: 0
Virtual Address: 44819, Physical Address: 4294967059, Value: 0
Virtual Address: 60882, Physical Address: 4294967250, Value: 0
Virtual Address: 16287, Physical Address: 4294967199, Value: 0
Virtual Address: 37822, Physical Address: 4294967230, Value: 0
Virtual Address: 45533, Physical Address: 4294967261, Value: 0
Virtual Address: 31030, Physical Address: 4294967094, Value: 0
Virtual Address: 35276, Physical Address: 4294967244, Value: 0
Virtual Address: 49939, Physical Address: 4294967059, Value: 0
Virtual Address: 49472, Physical Address: 4294967104, Value: 58
Virtual Address: 15096, Physical Address: 4294967288, Value: 0
Virtual Address: 8261, Physical Address: 4294967109, Value: 1
Virtual Address: 28097, Physical Address: 4294967233, Value: 0
Virtual Address: 21296, Physical Address: 4294967088, Value: 0
Virtual Address: 848, Physical Address: 4294967120, Value: 0
Virtual Address: 51489, Physical Address: 4294967073, Value: 0
Virtual Address: 60617, Physical Address: 4294967241, Value: 0
Virtual Address: 13424, Physical Address: 4294967152, Value: 35
Virtual Address: 19913, Physical Address: 4294967241, Value: 0
Virtual Address: 47352, Physical Address: 4294967288, Value: 0
Virtual Address: 12412, Physical Address: 4294967164, Value: 1
Virtual Address: 13932, Physical Address: 4294967148, Value: 1
Virtual Address: 15077, Physical Address: 4294967269, Value: 0
Virtual Address: 13379, Physical Address: 4294967107, Value: 0
Virtual Address: 62675, Physical Address: 4294967251, Value: 0
Virtual Address: 22910, Physical Address: 4294967166, Value: 0
Virtual Address: 41999, Physical Address: 4294967055, Value: 0
Virtual Address: 34117, Physical Address: 4294967109, Value: 1
Virtual Address: 52303, Physical Address: 12879, Value: 19
Virtual Address: 30881, Physical Address: 4294967201, Value: 0
Virtual Address: 24389, Physical Address: 4294967109, Value: 1
Virtual Address: 9367, Physical Address: 4294967191, Value: 0
Virtual Address: 49636, Physical Address: 4294967268, Value: 0
Virtual Address: 64061, Physical Address: 4294967101, Value: 1
Virtual Address: 41998, Physical Address: 4294967054, Value: 0
Virtual Address: 59599, Physical Address: 4294967247, Value: 0
Virtual Address: 9161, Physical Address: 4294967241, Value: 0
Virtual Address: 17807, Physical Address: 4294967183, Value: 0
Virtual Address: 6406, Physical Address: 4294967046, Value: 0
Virtual Address: 17620, Physical Address: 4294967252, Value: 0
Virtual Address: 61585, Physical Address: 13969, Value: 0
Virtual Address: 37844, Physical Address: 4294967252, Value: 0
Virtual Address: 44191, Physical Address: 4294967199, Value: 0
Virtual Address: 50404, Physical Address: 4294967268, Value: 0
Virtual Address: 53827, Physical Address: 4294967107, Value: 0
Virtual Address: 51631, Physical Address: 4294967215, Value: 0
Virtual Address: 47067, Physical Address: 4294967259, Value: 0
Virtual Address: 29277, Physical Address: 4294967133, Value: 0
Virtual Address: 51296, Physical Address: 4294967136, Value: 0
Virtual Address: 53339, Physical Address: 4294967131, Value: 0
Virtual Address: 1719, Physical Address: 4294967223, Value: 0
Virtual Address: 36360, Physical Address: 4294967048, Value: 0
Virtual Address: 18806, Physical Address: 4294967158, Value: 0
Virtual Address: 23196, Physical Address: 4294967196, Value: 0
Virtual Address: 14261, Physical Address: 4294967221, Value: 1
Virtual Address: 17616, Physical Address: 4294967248, Value: 0
Virtual Address: 7694, Physical Address: 4294967054, Value: 0
Virtual Address: 48103, Physical Address: 4294967271, Value: 0
Virtual Address: 50463, Physical Address: 4294967071, Value: 0
Virtual Address: 40428, Physical Address: 4294967276, Value: 0
Virtual Address: 64965, Physical Address: 14789, Value: 0
Virtual Address: 59139, Physical Address: 4294967043, Value: 0
Virtual Address: 336, Physical Address: 15952, Value: 0
Virtual Address: 55677, Physical Address: 4294967165, Value: 1
Virtual Address: 20216, Physical Address: 16376, Value: 0
Virtual Address: 9108, Physical Address: 4294967188, Value: 0
Virtual Address: 38535, Physical Address: 4294967175, Value: 0
Virtual Address: 34043, Physical Address: 4294967291, Value: 0
Virtual Address: 24209, Physical Address: 4294967185, Value: 0
Virtual Address: 56264, Physical Address: 4294967240, Value: 0
Virtual Address: 14315, Physical Address: 4294967275, Value: 0
Virtual Address: 8836, Physical Address: 4294967172, Value: 0
Virtual Address: 21893, Physical Address: 4294967173, Value: 0
Virtual Address: 42960, Physical Address: 4294967248, Value: 0
Virtual Address: 20508, Physical Address: 4294967068, Value: 0
Virtual Address: 57701, Physical Address: 4294967141, Value: 0
Virtual Address: 12939, Physical Address: 4294967179, Value: 0
Virtual Address: 12729, Physical Address: 4294967225, Value: 0
Virtual Address: 40320, Physical Address: 4294967168, Value: 0
Virtual Address: 44157, Physical Address: 4294967165, Value: 1
Virtual Address: 3542, Physical Address: 14294, Value: 3
Virtual Address: 40850, Physical Address: 4294967186, Value: 0
Virtual Address: 53878, Physical Address: 4294967158, Value: 0
Virtual Address: 24753, Physical Address: 4294967217, Value: 0
Virtual Address: 21595, Physical Address: 4294967131, Value: 0
Virtual Address: 5570, Physical Address: 4294967234, Value: 0
Virtual Address: 25407, Physical Address: 4294967103, Value: 0
Virtual Address: 39691, Physical Address: 4294967051, Value: 0
Virtual Address: 27473, Physical Address: 4294967121, Value: 0
Virtual Address: 1030, Physical Address: 4294967046, Value: 0
Virtual Address: 41702, Physical Address: 4294967270, Value: 0
Virtual Address: 2500, Physical Address: 4294967236, Value: 1
Virtual Address: 3238, Physical Address: 4294967206, Value: 0
Virtual Address: 55846, Physical Address: 4294967078, Value: 0
Virtual Address: 14362, Physical Address: 4294967066, Value: 0
Virtual Address: 46123, Physical Address: 4294967083, Value: 0
Virtual Address: 21065, Physical Address: 4294967113, Value: 0
Virtual Address: 62122, Physical Address: 4294967210, Value: 0
Virtual Address: 55926, Physical Address: 4294967158, Value: 0
Virtual Address: 11598, Physical Address: 4294967118, Value: 0
Virtual Address: 18382, Physical Address: 4294967246, Value: 0
Virtual Address: 2844, Physical Address: 4294967068, Value: 0
Virtual Address: 26253, Physical Address: 4294967181, Value: 1
Virtual Address: 852, Physical Address: 4294967124, Value: 0
Virtual Address: 61732, Physical Address: 4294967076, Value: 0
Virtual Address: 2397, Physical Address: 4294967133, Value: 0
Virtual Address: 33005, Physical Address: 12781, Value: 0
Virtual Address: 56963, Physical Address: 4294967171, Value: 0
Virtual Address: 40179, Physical Address: 4294967283, Value: 0
Virtual Address: 3995, Physical Address: 4294967195, Value: 0
Virtual Address: 8676, Physical Address: 4294967268, Value: 0
Virtual Address: 18876, Physical Address: 4294967228, Value: 0
Virtual Address: 695, Physical Address: 4294967223, Value: 0
Virtual Address: 56641, Physical Address: 4294967105, Value: 0
Virtual Address: 30506, Physical Address: 4294967082, Value: 0
Virtual Address: 5934, Physical Address: 4294967086, Value: 0
Virtual Address: 658, Physical Address: 4294967186, Value: 0
Virtual Address: 59538, Physical Address: 4294967186, Value: 0
Virtual Address: 17683, Physical Address: 4294967059, Value: 0
Virtual Address: 56077, Physical Address: 4294967053, Value: 0
Virtual Address: 40092, Physical Address: 4294967196, Value: 0
Virtual Address: 46834, Physical Address: 4294967282, Value: 0
Virtual Address: 38663, Physical Address: 4294967047, Value: 0
Virtual Address: 41671, Physical Address: 4294967239, Value: 0
Virtual Address: 37728, Physical Address: 4294967136, Value: 0
Virtual Address: 10792, Physical Address: 4294967080, Value: 0
Virtual Address: 42468, Physical Address: 4294967268, Value: 0
Virtual Address: 33991, Physical Address: 4294967239, Value: 0
Virtual Address: 3169, Physical Address: 4294967137, Value: 0
Virtual Address: 39393, Physical Address: 4294967265, Value: 0
Virtual Address: 4267, Physical Address: 4294967211, Value: 0
Virtual Address: 62834, Physical Address: 4294967154, Value: 0
Virtual Address: 11740, Physical Address: 4294967260, Value: 0
Virtual Address: 33674, Physical Address: 4294967178, Value: 0
Virtual Address: 59816, Physical Address: 4294967208, Value: 0
Virtual Address: 50971, Physical Address: 4294967067, Value: 0
Virtual Address: 53480, Physical Address: 4294967272, Value: 0
Virtual Address: 36336, Physical Address: 4294967280, Value: 45
Virtual Address: 4190, Physical Address: 4294967134, Value: 0
Virtual Address: 46976, Physical Address: 4294967168, Value: 0
Virtual Address: 28031, Physical Address: 4294967167, Value: 0
Virtual Address: 11864, Physical Address: 4294967128, Value: 0
Virtual Address: 23762, Physical Address: 4294967250, Value: 0
Virtual Address: 25623, Physical Address: 15383, Value: 5
Virtual Address: 13127, Physical Address: 4294967111, Value: 0
Virtual Address: 63032, Physical Address: 4294967096, Value: 27
Virtual Address: 21469, Physical Address: 4294967261, Value: 0
Virtual Address: 35014, Physical Address: 4294967238, Value: 0
Virtual Address: 47189, Physical Address: 4294967125, Value: 0
Virtual Address: 51912, Physical Address: 4294967240, Value: 0
Virtual Address: 53741, Physical Address: 4294967277, Value: 0
Virtual Address: 28518, Physical Address: 4294967142, Value: 0
Virtual Address: 7806, Physical Address: 4294967166, Value: 0
Virtual Address: 27440, Physical Address: 4294967088, Value: 0
Virtual Address: 51054, Physical Address: 4294967150, Value: 0
Virtual Address: 60261, Physical Address: 4294967141, Value: 0
Virtual Address: 3182, Physical Address: 4294967150, Value: 0
Virtual Address: 39313, Physical Address: 4294967185, Value: 0
Virtual Address: 6297, Physical Address: 4294967193, Value: 0
Virtual Address: 21210, Physical Address: 4294967258, Value: 0
Virtual Address: 59363, Physical Address: 4294967267, Value: 0
Virtual Address: 15602, Physical Address: 4294967282, Value: 0
Virtual Address: 63505, Physical Address: 4294967057, Value: 0
Virtual Address: 59066, Physical Address: 4294967226, Value: 0
Virtual Address: 23178, Physical Address: 4294967178, Value: 0
Virtual Address: 26186, Physical Address: 4294967114, Value: 0
Virtual Address: 6343, Physical Address: 4294967239, Value: 0
Virtual Address: 51301, Physical Address: 4294967141, Value: 0
Virtual Address: 11877, Physical Address: 4294967141, Value: 0
Virtual Address: 8713, Physical Address: 4294967049, Value: 0
Virtual Address: 44166, Physical Address: 4294967174, Value: 0
Virtual Address: 23798, Physical Address: 4294967286, Value: 0
Virtual Address: 27264, Physical Address: 4294967168, Value: 0
Virtual Address: 52272, Physical Address: 12848, Value: 0
Virtual Address: 3357, Physical Address: 14109, Value: 0
Virtual Address: 29434, Physical Address: 4294967290, Value: 0
Virtual Address: 43049, Physical Address: 13097, Value: 0
Virtual Address: 11386, Physical Address: 4294967162, Value: 0
Virtual Address: 628, Physical Address: 4294967156, Value: 1
Virtual Address: 27610, Physical Address: 4294967258, Value: 0
Virtual Address: 39877, Physical Address: 4294967237, Value: 1
Virtual Address: 47079, Physical Address: 4294967271, Value: 0
Virtual Address: 19558, Physical Address: 4294967142, Value: 0
Virtual Address: 51374, Physical Address: 4294967214, Value: 0
Virtual Address: 18609, Physical Address: 4294967217, Value: 0
Virtual Address: 42815, Physical Address: 4294967103, Value: 0
Virtual Address: 16920, Physical Address: 4294967064, Value: 0
Virtual Address: 50251, Physical Address: 4294967115, Value: 0
Virtual Address: 31798, Physical Address: 4294967094, Value: 0
Virtual Address: 61709, Physical Address: 4294967053, Value: 0
Virtual Address: 20362, Physical Address: 4294967178, Value: 0
Virtual Address: 52132, Physical Address: 4294967204, Value: 0
Virtual Address: 43736, Physical Address: 4294967256, Value: 0
Virtual Address: 25746, Physical Address: 15506, Value: 25
Virtual Address: 19805, Physical Address: 4294967133, Value: 0
Virtual Address: 23842, Physical Address: 13346, Value: 23
Virtual Address: 41961, Physical Address: 4294967273, Value: 0
Virtual Address: 44390, Physical Address: 4294967142, Value: 0
Virtual Address: 52916, Physical Address: 4294967220, Value: 1
Virtual Address: 17340, Physical Address: 4294967228, Value: 0
Virtual Address: 41897, Physical Address: 4294967209, Value: 0
Virtual Address: 50146, Physical Address: 4294967266, Value: 0
Virtual Address: 27894, Physical Address: 4294967286, Value: 0
Virtual Address: 61604, Physical Address: 13988, Value: 0
Virtual Address: 32123, Physical Address: 4294967163, Value: 0
Virtual Address: 62333, Physical Address: 4294967165, Value: 1
